id,word_vocalized,word_clean,transliteration,root,pos,semantic_intent,fusha_equivalent,definition,region,synonyms,phonetic_variants,note,source,examples,proverbs,tags,searchable_text
35,الأَوْد,الاود,al-awd,أود,Noun,time,حصة الري,الفترة الزمنية المخصصة لسقي أرض زراعية معينة.,wadi,"[""وجبة ماء"", ""نوبة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 12,"[{""f"": ""اليوم هو موعد حصتنا من مياه الري."", ""h"": ""اليوم الأود حقنا في الساقية.""}]",[],"[""agriculture"", ""nature""]","الكلمة: الأَوْد (الاود)
الجذر: أود
الفصحى: حصة الري
المعنى: الفترة الزمنية المخصصة لسقي أرض زراعية معينة.
المرادفات: وجبة ماء، نوبة
مثال: اليوم الأود حقنا في الساقية.
الوسوم: agriculture، nature"
36,الأَسْتَه,الاسته,al-astah,سته,Adjective,descriptor,الأبله / قليل الفهم,صفة تطلق على الشخص الأهبل أو الغبي قليل الفهم.,general,"[""أهبل"", ""غبي"", ""سته""]","[""سته""]",تُنطق أحياناً بدون الألف (سِتَه).,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 13,"[{""f"": ""لا تعتمد على هذا الشخص قليل الفهم في العمل."", ""h"": ""لا تعتمد على هذا الأسته في الشغل.""}]",[],"[""behavior"", ""insults""]","الكلمة: الأَسْتَه (الاسته)
الجذر: سته
الفصحى: الأبله / قليل الفهم
المعنى: صفة تطلق على الشخص الأهبل أو الغبي قليل الفهم.
المرادفات: أهبل، غبي، سته
مثال: لا تعتمد على هذا الأسته في الشغل.
الوسوم: behavior، insults
ملاحظة: تُنطق أحياناً بدون الألف (سِتَه)."
37,أُوقِيّه,اوقيه,awqiyyh,وقي,Noun,object,الأوقية (وحدة وزن),معيار وزن تقليدي كان معروفاً في حضرموت وقل استخدامه الآن لصالح الرطل والكيلو.,general,"[""وقية""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 13,"[{""f"": ""زن لي أوقية من البن."", ""h"": ""أوزن لي أوقية بن.""}]",[],"[""measurements"", ""history"", ""daily life""]","الكلمة: أُوقِيّه (اوقيه)
الجذر: وقي
الفصحى: الأوقية (وحدة وزن)
المعنى: معيار وزن تقليدي كان معروفاً في حضرموت وقل استخدامه الآن لصالح الرطل والكيلو.
المرادفات: وقية
مثال: أوزن لي أوقية بن.
الوسوم: measurements، history، daily life"
38,أُص / أُصَّه,اص,aS,صصص,Expression,expression,اسكت / اصمت,كلمة لطلب السكوت والهدوء. وتأتي للاستنكار والاعتراض على كلام غير مقبول والمطالبة بإنهائه.,general,"[""اسكت"", ""صه""]","[""أصه""]",,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 13,"[{""f"": ""اصمت، لا أريد سماع أي كلمة منك."", ""h"": ""أصه ولا كلمة أسمعها منك.""}]",[],"[""daily life"", ""expressions""]","الكلمة: أُص / أُصَّه (اص)
الجذر: صصص
الفصحى: اسكت / اصمت
المعنى: كلمة لطلب السكوت والهدوء. وتأتي للاستنكار والاعتراض على كلام غير مقبول والمطالبة بإنهائه.
المرادفات: اسكت، صه
مثال: أصه ولا كلمة أسمعها منك.
الوسوم: daily life، expressions"
39,أَوَاق,اواق,awaq,أوق,Noun,object,عملة قديمة,اسم لعملة حضرمية نقدية قديمة.,general,[],[],جمع لكلمة (أوقية) عندما كانت تستخدم كعملة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 13,"[{""f"": ""كانوا يشترون التمر قديماً بعملة الأواق."", ""h"": ""كانوا يشترون التمر قديماً بالأواق.""}]",[],"[""money"", ""history""]","الكلمة: أَوَاق (اواق)
الجذر: أوق
الفصحى: عملة قديمة
المعنى: اسم لعملة حضرمية نقدية قديمة.
مثال: كانوا يشترون التمر قديماً بالأواق.
الوسوم: money، history
ملاحظة: جمع لكلمة (أوقية) عندما كانت تستخدم كعملة."
40,الأَيْك,الايك,al-ayk,أيك,Noun,object,رقم 1 في الدومينو,مصطلح يطلق على الرقم (1) في لعبة الدومينو (الضُمنة) في حضرموت.,general,"[""واحد""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 13,"[{""f"": ""العب قطعة الرقم 1 وأنهِ اللعبة."", ""h"": ""نزل الأيك وخلص اللعبة.""}]",[],"[""games"", ""entertainment""]","الكلمة: الأَيْك (الايك)
الجذر: أيك
الفصحى: رقم 1 في الدومينو
المعنى: مصطلح يطلق على الرقم (1) في لعبة الدومينو (الضُمنة) في حضرموت.
المرادفات: واحد
مثال: نزل الأيك وخلص اللعبة.
الوسوم: games، entertainment"
41,إِدْحَق / دَحَق,ادحق,adHaQ,دحق,Verb,action,امشِ / ادعس,تأتي بمعنى المشي والتقدم، أو بمعنى الدعس والدوس بقوة على شيء.,general,"[""امش"", ""ادعس"", ""دوس""]","[""دحق""]",بكسر الألف وتسكين الدال وفتح الحاء.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 13,"[{""f"": ""امشِ بسرعة كي لا نتأخر."", ""h"": ""ادحق بسرعة لا نتأخر.""}, {""f"": ""دوس عليه بقوة بقدمك."", ""h"": ""ادحق عليه بقوة برجلك.""}]",[],"[""daily life"", ""actions""]","الكلمة: إِدْحَق / دَحَق (ادحق)
الجذر: دحق
الفصحى: امشِ / ادعس
المعنى: تأتي بمعنى المشي والتقدم، أو بمعنى الدعس والدوس بقوة على شيء.
المرادفات: امش، ادعس، دوس
مثال: ادحق بسرعة لا نتأخر.
الوسوم: daily life، actions
ملاحظة: بكسر الألف وتسكين الدال وفتح الحاء."
42,أَرْقَش,ارقش,arqash,رقش,Adjective,descriptor,مُبرقش / ملون ببني وأبيض,وصف للون يجمع بين البني والقليل من البياض، غالباً يطلق على الطيور والحيوانات.,general,"[""مبقع"", ""مرقط""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 13,"[{""f"": ""هذا الطائر ملون بالبني والأبيض ولونه جميل."", ""h"": ""هذا الطير أرقش لونه يعجبك.""}]",[],"[""colors"", ""nature"", ""animals""]","الكلمة: أَرْقَش (ارقش)
الجذر: رقش
الفصحى: مُبرقش / ملون ببني وأبيض
المعنى: وصف للون يجمع بين البني والقليل من البياض، غالباً يطلق على الطيور والحيوانات.
المرادفات: مبقع، مرقط
مثال: هذا الطير أرقش لونه يعجبك.
الوسوم: colors، nature، animals"
43,أَطْلَس,اطلس,aTlas,طلس,Noun,object,قماش الحرير/الأطلس,نوع من أنواع القماش ذو الملمس الناعم والأملس.,general,"[""حرير""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 13,"[{""f"": ""خاطت لها فستاناً من قماش ناعم أملس."", ""h"": ""فصلت لها فستان من قماش أطلس.""}]",[],"[""clothing"", ""daily life""]","الكلمة: أَطْلَس (اطلس)
الجذر: طلس
الفصحى: قماش الحرير/الأطلس
المعنى: نوع من أنواع القماش ذو الملمس الناعم والأملس.
المرادفات: حرير
مثال: فصلت لها فستان من قماش أطلس.
الوسوم: clothing، daily life"
44,اش,اش,ash,ششش,Expression,expression,كش / للطرد,لفظة تستخدم للزجر ونهر وطرد أو تفريق الحشرات والحيوانات والطيور.,general,"[""كش"", ""هش""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 14,"[{""f"": ""اطرد الذباب عن الطعام."", ""h"": ""إش الذبان من على الأكل.""}]",[],"[""nature"", ""animals"", ""expressions""]","الكلمة: اش
الجذر: ششش
الفصحى: كش / للطرد
المعنى: لفظة تستخدم للزجر ونهر وطرد أو تفريق الحشرات والحيوانات والطيور.
المرادفات: كش، هش
مثال: إش الذبان من على الأكل.
الوسوم: nature، animals، expressions"
45,إِيش,ايش,ish,أيش,Expression,expression,ماذا / ما,لفظة للاستفهام غالباً، وتأتي للتساؤل المتعجب أحياناً.,general,"[""ماذا"", ""ويش""]",[],أصلها العربي (أي شيء).,قاموس اللهجة الحضرمية - فهد بن هلابي,"[{""f"": ""ما هذا الشيء الذي في يدك؟"", ""h"": ""إيش هذا اللي في يدك؟""}, {""f"": ""ماذا تقول أنت؟"", ""h"": ""إيش تقول أنت؟""}]",[],"[""daily life"", ""expressions""]","الكلمة: إِيش (ايش)
الجذر: أيش
الفصحى: ماذا / ما
المعنى: لفظة للاستفهام غالباً، وتأتي للتساؤل المتعجب أحياناً.
المرادفات: ماذا، ويش
مثال: إيش هذا اللي في يدك؟
الوسوم: daily life، expressions
ملاحظة: أصلها العربي (أي شيء)."
46,بَعْرَه,بعره,ba3rah,بعر,Noun,object,روث الماشية,روث وفضلات المواشي والجمال، وجمعها (بَعَر).,general,"[""روث"", ""دمان""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 14,"[{""f"": ""نظف الحظيرة من روث المواشي."", ""h"": ""نظف الشبك من البعره.""}]",[],"[""agriculture"", ""animals"", ""nature""]","الكلمة: بَعْرَه (بعره)
الجذر: بعر
الفصحى: روث الماشية
المعنى: روث وفضلات المواشي والجمال، وجمعها (بَعَر).
المرادفات: روث، دمان
مثال: نظف الشبك من البعره.
الوسوم: agriculture، animals، nature"
47,بَرِّك,برك,barrik,برك,Verb,action,بارِك / قُل مبروك,فعل أمر بمعنى بارك للآخرين أو قل لهم مبروك.,general,"[""بارك""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 15,"[{""f"": ""بارك لأخيك بمناسبة نجاحه."", ""h"": ""برّك لأخوك على النجاح.""}]",[],"[""daily life"", ""social customs""]","الكلمة: بَرِّك (برك)
الجذر: برك
الفصحى: بارِك / قُل مبروك
المعنى: فعل أمر بمعنى بارك للآخرين أو قل لهم مبروك.
المرادفات: بارك
مثال: برّك لأخوك على النجاح.
الوسوم: daily life، social customs"
48,بِلِّي,بلي,billi,بلي,Expression,expression,بالذي,كلمة مدمجة تعني (بالذي) أو (بالشيء الذي).,general,"[""باللي"", ""بالذي""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 15,"[{""f"": ""ماذا أفعل بالذي أمامي؟"", ""h"": ""إيش أسوي بلي قدامي؟""}]",[],"[""daily life"", ""expressions""]","الكلمة: بِلِّي (بلي)
الجذر: بلي
الفصحى: بالذي
المعنى: كلمة مدمجة تعني (بالذي) أو (بالشيء الذي).
المرادفات: باللي، بالذي
مثال: إيش أسوي بلي قدامي؟
الوسوم: daily life، expressions"
49,بَخْت,بخت,bakht,بخت,Noun,object,النصيب / الحظ,كلمة تعني الحظ أو النصيب والقَدَر.,general,"[""حظ"", ""نصيب""]",[],أصل الكلمة فارسي (بخت) وانتقلت للعربية بمرور الزمن.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 15,"[{""f"": ""هذا هو حظي وقدري في الحياة."", ""h"": ""هذا بختي ونصيبي في الدنيا.""}]","[""أبو العيال ربع بخت""]","[""daily life"", ""emotions""]","الكلمة: بَخْت (بخت)
الجذر: بخت
الفصحى: النصيب / الحظ
المعنى: كلمة تعني الحظ أو النصيب والقَدَر.
المرادفات: حظ، نصيب
مثال: هذا بختي ونصيبي في الدنيا.
الوسوم: daily life، emotions
ملاحظة: أصل الكلمة فارسي (بخت) وانتقلت للعربية بمرور الزمن."
